level,guild,race,class,region
34,Guild Guild -1,Undead,Warrior,The Barrens
44,Guild Guild 3,Undead,Mage,Orgrimmar
48,Guild Guild -1,Undead,Rogue,Orgrimmar
44,Guild Guild 8,Undead,Warrior,Desolace
48,Guild Guild 16,Undead,Priest,The Barrens
53,Guild Guild 3,Undead,Mage,The Hinterlands
58,Guild Guild 4,Undead,Warrior,Orgrimmar
60,Guild Guild 20,Undead,Mage,Tirisfal Glades
60,Guild Guild 4,Undead,Mage,Tirisfal Glades
60,Guild Guild 28,Undead,Mage,Western Plaguelands
60,Guild Guild 17,Undead,Priest,Stratholme
60,Guild Guild 28,Undead,Priest,Western Plaguelands
60,Guild Guild 17,Undead,Rogue,Orgrimmar
60,Guild Guild 20,Undead,Rogue,Tirisfal Glades
60,Guild Guild 3,Undead,Warlock,Orgrimmar
60,Guild Guild 1,Undead,Warlock,Orgrimmar
60,Guild Guild 20,Undead,Warlock,Tirisfal Glades
26,Guild Guild -1,Orc,Shaman,Dustwallow Marsh
31,Guild Guild -1,Orc,Rogue,Orgrimmar
40,Guild Guild 5,Orc,Hunter,Orgrimmar
32,Guild Guild 33,Orc,Warrior,The Barrens
42,Guild Guild 11,Orc,Shaman,Tanaris
45,Guild Guild 11,Orc,Hunter,Tanaris
42,Guild Guild 7,Orc,Warrior,Alterac Mountains
46,Guild Guild 18,Orc,Hunter,Durotar
48,Guild Guild 4,Orc,Warrior,The Barrens
60,Guild Guild -1,Orc,Warrior,Duskwood
5,Guild Guild -1,Tauren,Shaman,Mulgore
12,Guild Guild -1,Tauren,Hunter,Orgrimmar
16,Guild Guild -1,Tauren,Druid,Orgrimmar
19,Guild Guild 34,Tauren,Hunter,The Barrens
17,Guild Guild -1,Tauren,Druid,Thunder Bluff
25,Guild Guild 21,Tauren,Warrior,Razorfen Kraul
28,Guild Guild 21,Tauren,Warrior,Razorfen Kraul
27,Guild Guild -1,Tauren,Warrior,Stonetalon Mountains
29,Guild Guild 24,Tauren,Warrior,Gnomeregan
21,Guild Guild 28,Tauren,Hunter,The Barrens
21,Guild Guild 18,Tauren,Shaman,Thunder Bluff
30,Guild Guild 0,Tauren,Druid,Thunder Bluff
35,Guild Guild 2,Tauren,Hunter,Tanaris
31,Guild Guild 23,Tauren,Shaman,Ashenvale
38,Guild Guild 19,Tauren,Druid,Desolace
35,Guild Guild 20,Tauren,Shaman,Scarlet Monastery
31,Guild Guild 2,Tauren,Shaman,The Barrens
32,Guild Guild 23,Tauren,Hunter,The Barrens
44,Guild Guild 11,Tauren,Warrior,Tanaris
45,Guild Guild 34,Tauren,Hunter,Tirisfal Glades
50,Guild Guild 0,Tauren,Hunter,Wetlands
43,Guild Guild -1,Tauren,Warrior,Stranglethorn Vale
42,Guild Guild 6,Tauren,Hunter,The Barrens
55,Guild Guild 34,Tauren,Shaman,Mulgore
59,Guild Guild 2,Tauren,Shaman,Tanaris
58,Guild Guild 3,Tauren,Warrior,Orgrimmar
60,Guild Guild 1,Tauren,Warrior,Western Plaguelands
60,Guild Guild 1,Tauren,Druid,Western Plaguelands
60,Guild Guild 4,Tauren,Druid,Thunder Bluff
2,Guild Guild -1,Troll,Shaman,Orgrimmar
12,Guild Guild -1,Troll,Shaman,Orgrimmar
26,Guild Guild 21,Troll,Rogue,Stonetalon Mountains
27,Guild Guild 30,Troll,Hunter,The Barrens
29,Guild Guild -1,Troll,Hunter,Arathi Highlands
33,Guild Guild 21,Troll,Rogue,Razorfen Kraul
38,Guild Guild 6,Troll,Mage,Durotar
43,Guild Guild 5,Troll,Shaman,Burning Steppes
46,Guild Guild 25,Troll,Hunter,Winterspring
48,Guild Guild -1,Troll,Shaman,Feralas
46,Guild Guild 22,Troll,Rogue,Western Plaguelands
55,Guild Guild 2,Troll,Hunter,Winterspring
52,Guild Guild -1,Troll,Hunter,Ragefire Chasm
53,Guild Guild 3,Troll,Warrior,Azshara
57,Guild Guild 35,Troll,Mage,Orgrimmar
59,Guild Guild 10,Troll,Priest,Tanaris
59,Guild Guild 34,Troll,Rogue,Blasted Lands
60,Guild Guild 28,Troll,Hunter,Silverpine Forest
4,Guild Guild -1,Undead,Warlock,Tirisfal Glades
13,Guild Guild 12,Undead,Mage,Tirisfal Glades
16,Guild Guild -1,Undead,Mage,Tirisfal Glades
23,Guild Guild 2,Undead,Priest,Thousand Needles
21,Guild Guild -1,Undead,Warrior,Durotar
27,Guild Guild 3,Undead,Mage,Mulgore
33,Guild Guild 21,Undead,Mage,Razorfen Kraul
36,Guild Guild 0,Undead,Rogue,Orgrimmar
36,Guild Guild 15,Undead,Warlock,Stranglethorn Vale
39,Guild Guild 34,Undead,Warlock,Stranglethorn Vale
34,Guild Guild 35,Undead,Priest,Scarlet Monastery
33,Guild Guild -1,Undead,Warlock,Thunder Bluff
34,Guild Guild -1,Undead,Warrior,Thunder Bluff
42,Guild Guild 11,Undead,Mage,Tanaris
47,Guild Guild 16,Undead,Mage,Orgrimmar
48,Guild Guild 16,Undead,Priest,Orgrimmar
44,Guild Guild 2,Undead,Mage,Hillsbrad Foothills
46,Guild Guild 12,Undead,Priest,Duskwood
48,Guild Guild -1,Undead,Rogue,Durotar
45,Guild Guild 8,Undead,Mage,Felwood
50,Guild Guild 19,Undead,Rogue,Blackrock Depths
54,Guild Guild 20,Undead,Warlock,Felwood
56,Guild Guild 8,Undead,Priest,Orgrimmar
58,Guild Guild -1,Undead,Priest,Silithus
60,Guild Guild 20,Undead,Mage,Scarlet Monastery
60,Guild Guild 1,Undead,Priest,Tirisfal Glades
60,Guild Guild 15,Undead,Rogue,Azshara
60,Guild Guild 20,Undead,Rogue,Scarlet Monastery
60,Guild Guild 3,Undead,Warlock,Azshara
60,Guild Guild 20,Undead,Warlock,Scarlet Monastery
60,Guild Guild 1,Undead,Warlock,Western Plaguelands
7,Guild Guild 33,Orc,Warrior,Orgrimmar
19,Guild Guild 16,Orc,Hunter,Orgrimmar
24,Guild Guild -1,Orc,Hunter,Orgrimmar
27,Guild Guild 5,Orc,Warrior,Ashenvale
24,Guild Guild -1,Orc,Hunter,Thunder Bluff
31,Guild Guild -1,Orc,Rogue,Tirisfal Glades
39,Guild Guild 7,Orc,Hunter,Badlands
39,Guild Guild 8,Orc,Warlock,The Barrens
48,Guild Guild 4,Orc,Warrior,Un'Goro Crater
52,Guild Guild 8,Orc,Warrior,Blasted Lands
60,Guild Guild 7,Orc,Hunter,Undercity
60,Guild Guild -1,Orc,Warrior,Burning Steppes
60,Guild Guild 4,Orc,Warrior,Scarlet Monastery
8,Guild Guild -1,Tauren,Shaman,Mulgore
15,Guild Guild 2,Tauren,Shaman,The Barrens
11,Guild Guild 7,Tauren,Druid,Thunder Bluff
21,Guild Guild 28,Tauren,Hunter,Durotar
30,Guild Guild 0,Tauren,Druid,Mulgore
22,Guild Guild -1,Tauren,Shaman,The Barrens
38,Guild Guild 4,Tauren,Druid,Hillsbrad Foothills
32,Guild Guild 23,Tauren,Hunter,Ashenvale
37,Guild Guild -1,Tauren,Warrior,Wetlands
50,Guild Guild 0,Tauren,Hunter,Orgrimmar
55,Guild Guild 34,Tauren,Shaman,Desolace
59,Guild Guild 2,Tauren,Shaman,Silithus
60,Guild Guild 10,Tauren,Warrior,Durotar
60,Guild Guild 19,Tauren,Hunter,Orgrimmar
60,Guild Guild 4,Tauren,Shaman,Orgrimmar
60,Guild Guild 4,Tauren,Druid,Feralas
60,Guild Guild 4,Tauren,Druid,Arathi Basin
60,Guild Guild 6,Tauren,Druid,Arathi Basin
10,Guild Guild -1,Troll,Shaman,Orgrimmar
7,Guild Guild -1,Troll,Mage,Durotar
12,Guild Guild -1,Troll,Shaman,The Barrens
27,Guild Guild 11,Troll,Rogue,The Barrens
25,Guild Guild -1,Troll,Mage,Silverpine Forest
40,Guild Guild 10,Troll,Hunter,Orgrimmar
34,Guild Guild 6,Troll,Hunter,Alterac Mountains
38,Guild Guild 6,Troll,Mage,Scarlet Monastery
44,Guild Guild 15,Troll,Shaman,Thunder Bluff
46,Guild Guild 22,Troll,Rogue,The Hinterlands
51,Guild Guild 2,Troll,Rogue,Durotar
59,Guild Guild 34,Troll,Rogue,Orgrimmar
59,Guild Guild 10,Troll,Priest,Un'Goro Crater
60,Guild Guild 8,Troll,Rogue,Orgrimmar
60,Guild Guild -1,Troll,Shaman,Orgrimmar
60,Guild Guild 28,Troll,Hunter,Shadowfang Keep
60,Guild Guild 28,Troll,Mage,Durotar
60,Guild Guild 6,Troll,Rogue,Arathi Basin
19,Guild Guild 6,Undead,Mage,Undercity
21,Guild Guild -1,Undead,Warrior,The Barrens
27,Guild Guild 3,Undead,Mage,Tirisfal Glades
26,Guild Guild -1,Undead,Warrior,Stonetalon Mountains
29,Guild Guild -1,Undead,Priest,Stonetalon Mountains
26,Guild Guild 8,Undead,Priest,Blackfathom Deeps
36,Guild Guild 0,Undead,Rogue,The Barrens
35,Guild Guild 8,Undead,Warrior,Blackfathom Deeps
50,Guild Guild 5,Undead,Warrior,Tanaris
48,Guild Guild -1,Undead,Rogue,Wetlands
46,Guild Guild 12,Undead,Priest,Stranglethorn Vale
46,Guild Guild 7,Undead,Priest,Stranglethorn Vale
44,Guild Guild 2,Undead,Mage,Western Plaguelands
51,Guild Guild 6,Undead,Mage,Orgrimmar
54,Guild Guild 20,Undead,Warlock,Orgrimmar
53,Guild Guild 0,Undead,Rogue,Azshara
59,Guild Guild 4,Undead,Warlock,Orgrimmar
60,Guild Guild 4,Undead,Mage,Dire Maul
60,Guild Guild 6,Undead,Mage,Arathi Basin
60,Guild Guild 5,Undead,Priest,Orgrimmar
60,Guild Guild 1,Undead,Priest,Western Plaguelands
60,Guild Guild 15,Undead,Rogue,Winterspring
18,Guild Guild -1,Orc,Hunter,Silverpine Forest
14,Guild Guild 14,Orc,Hunter,Thunder Bluff
14,Guild Guild 30,Orc,Warlock,Thunder Bluff
27,Guild Guild -1,Orc,Shaman,Orgrimmar
26,Guild Guild -1,Orc,Hunter,Hillsbrad Foothills
24,Guild Guild -1,Orc,Hunter,Durotar
31,Guild Guild -1,Orc,Rogue,Hillsbrad Foothills
39,Guild Guild 8,Orc,Warlock,Stranglethorn Vale
32,Guild Guild 33,Orc,Warrior,Mulgore
32,Guild Guild 6,Orc,Warlock,The Barrens
57,Guild Guild 13,Orc,Hunter,Orgrimmar
57,Guild Guild 28,Orc,Hunter,The Barrens
60,Guild Guild -1,Orc,Warrior,Searing Gorge
60,Guild Guild 19,Orc,Hunter,Searing Gorge
20,Guild Guild 12,Tauren,Shaman,Mulgore
26,Guild Guild 6,Tauren,Shaman,Orgrimmar
21,Guild Guild 28,Tauren,Hunter,Tirisfal Glades
31,Guild Guild 14,Tauren,Hunter,Thousand Needles
38,Guild Guild 2,Tauren,Hunter,Alterac Mountains
50,Guild Guild 0,Tauren,Hunter,Tanaris
42,Guild Guild 26,Tauren,Shaman,The Barrens
56,Guild Guild 25,Tauren,Shaman,Orgrimmar
58,Guild Guild 3,Tauren,Warrior,Durotar
59,Guild Guild 4,Tauren,Shaman,Badlands
60,Guild Guild 5,Tauren,Hunter,Arathi Basin
60,Guild Guild 20,Tauren,Shaman,Orgrimmar
60,Guild Guild 4,Tauren,Shaman,Durotar
60,Guild Guild 5,Tauren,Druid,Searing Gorge
1,Guild Guild 39,Troll,Mage,Orgrimmar
7,Guild Guild -1,Troll,Shaman,Orgrimmar
8,Guild Guild -1,Troll,Shaman,Durotar
14,Guild Guild -1,Troll,Rogue,Orgrimmar
13,Guild Guild -1,Troll,Rogue,The Barrens
14,Guild Guild 30,Troll,Rogue,Thunder Bluff
21,Guild Guild 39,Troll,Hunter,Orgrimmar
27,Guild Guild 21,Troll,Rogue,Stonetalon Mountains
53,Guild Guild 3,Troll,Rogue,Winterspring
51,Guild Guild 2,Troll,Rogue,Badlands
56,Guild Guild 2,Troll,Hunter,Winterspring
60,Guild Guild 8,Troll,Rogue,Duskwood
60,Guild Guild 4,Troll,Mage,Searing Gorge
60,Guild Guild 4,Troll,Shaman,The Barrens
19,Guild Guild 7,Undead,Mage,Tirisfal Glades
22,Guild Guild 19,Undead,Warlock,Hillsbrad Foothills
25,Guild Guild 20,Undead,Mage,Silverpine Forest
28,Guild Guild 3,Undead,Mage,Hillsbrad Foothills
27,Guild Guild -1,Undead,Mage,Stonetalon Mountains
28,Guild Guild 2,Undead,Priest,Stonetalon Mountains
29,Guild Guild -1,Undead,Priest,The Barrens
34,Guild Guild -1,Undead,Warrior,Orgrimmar
36,Guild Guild 15,Undead,Warlock,Durotar
34,Guild Guild 6,Undead,Priest,Desolace
36,Guild Guild 0,Undead,Rogue,Desolace
43,Guild Guild 3,Undead,Rogue,Orgrimmar
46,Guild Guild 7,Undead,Priest,Undercity
50,Guild Guild 19,Undead,Rogue,Searing Gorge
48,Guild Guild -1,Undead,Rogue,Badlands
47,Guild Guild 16,Undead,Mage,Thunder Bluff
53,Guild Guild 3,Undead,Mage,Western Plaguelands
57,Guild Guild 26,Undead,Mage,Eastern Plaguelands
56,Guild Guild 19,Undead,Warrior,Searing Gorge
57,Guild Guild 19,Undead,Priest,Searing Gorge
60,Guild Guild 5,Undead,Mage,Orgrimmar
60,Guild Guild 4,Undead,Mage,Feralas
60,Guild Guild 4,Undead,Rogue,Searing Gorge
60,Guild Guild 5,Undead,Warlock,Orgrimmar
60,Guild Guild 6,Undead,Warlock,Durotar
60,Guild Guild 5,Undead,Warrior,Searing Gorge
27,Guild Guild 1,Orc,Hunter,Thousand Needles
27,Guild Guild -1,Orc,Shaman,Durotar
28,Guild Guild 5,Orc,Warrior,Ashenvale
24,Guild Guild -1,Orc,Hunter,Silverpine Forest
38,Guild Guild 6,Orc,Hunter,Tanaris
32,Guild Guild 33,Orc,Warrior,Stonetalon Mountains
35,Guild Guild 7,Orc,Hunter,Thunder Bluff
57,Guild Guild 3,Orc,Rogue,Searing Gorge
60,Guild Guild 7,Orc,Hunter,Winterspring
60,Guild Guild 5,Orc,Hunter,Orgrimmar
60,Guild Guild 19,Orc,Hunter,Arathi Highlands
3,Guild Guild -1,Tauren,Druid,Mulgore
19,Guild Guild 34,Tauren,Hunter,Ashenvale
13,Guild Guild 7,Tauren,Shaman,The Barrens
20,Guild Guild 12,Tauren,Shaman,Thunder Bluff
21,Guild Guild 28,Tauren,Hunter,Silverpine Forest
22,Guild Guild -1,Tauren,Shaman,Thunder Bluff
39,Guild Guild -1,Tauren,Druid,Orgrimmar
38,Guild Guild 4,Tauren,Druid,Alterac Mountains
31,Guild Guild 2,Tauren,Shaman,Stonetalon Mountains
42,Guild Guild 26,Tauren,Shaman,Thousand Needles
43,Guild Guild -1,Tauren,Warrior,Tirisfal Glades
45,Guild Guild 34,Tauren,Hunter,Western Plaguelands
59,Guild Guild 4,Tauren,Shaman,Thunder Bluff
60,Guild Guild 7,Tauren,Warrior,Tirisfal Glades
60,Guild Guild -1,Tauren,Hunter,Winterspring
60,Guild Guild 4,Tauren,Shaman,Badlands
60,Guild Guild 3,Tauren,Shaman,Blackrock Mountain
60,Guild Guild 5,Tauren,Druid,Orgrimmar
60,Guild Guild 1,Tauren,Druid,The Barrens
11,Guild Guild -1,Troll,Mage,Durotar
13,Guild Guild 6,Troll,Priest,Durotar
17,Guild Guild -1,Troll,Mage,The Barrens
23,Guild Guild 4,Troll,Shaman,Orgrimmar
30,Guild Guild 9,Troll,Rogue,Stonetalon Mountains
48,Guild Guild 6,Troll,Rogue,Orgrimmar
54,Guild Guild 25,Troll,Rogue,Orgrimmar
52,Guild Guild 17,Troll,Shaman,Hillsbrad Foothills
57,Guild Guild 3,Troll,Warrior,Blackrock Mountain
57,Guild Guild 3,Troll,Priest,Blackrock Mountain
59,Guild Guild 34,Troll,Rogue,Durotar
58,Guild Guild 3,Troll,Mage,Blackrock Mountain
60,Guild Guild 7,Troll,Hunter,Orgrimmar
60,Guild Guild 4,Troll,Shaman,Feralas
60,Guild Guild 5,Troll,Rogue,Scholomance
16,Guild Guild 30,Undead,Warlock,Orgrimmar
11,Guild Guild -1,Undead,Mage,Tirisfal Glades
16,Guild Guild -1,Undead,Mage,Silverpine Forest
23,Guild Guild 19,Undead,Warlock,Hillsbrad Foothills
25,Guild Guild 20,Undead,Mage,Shadowfang Keep
22,Guild Guild -1,Undead,Priest,The Barrens
22,Guild Guild -1,Undead,Rogue,The Barrens
29,Guild Guild 29,Undead,Rogue,Ashenvale
36,Guild Guild 15,Undead,Warlock,Orgrimmar
36,Guild Guild 8,Undead,Priest,Durotar
36,Guild Guild 8,Undead,Rogue,Durotar
34,Guild Guild 2,Undead,Priest,Stranglethorn Vale
36,Guild Guild 7,Undead,Warlock,The Barrens
45,Guild Guild 8,Undead,Mage,Moonglade
47,Guild Guild 16,Undead,Mage,Desolace
44,Guild Guild 8,Undead,Warrior,Thunder Bluff
53,Guild Guild 3,Undead,Mage,Tirisfal Glades
57,Guild Guild 5,Undead,Warlock,Stonetalon Mountains
56,Guild Guild 19,Undead,Warrior,Badlands
57,Guild Guild 19,Undead,Priest,Badlands
59,Guild Guild 4,Undead,Warlock,Alterac Mountains
60,Guild Guild 37,Undead,Mage,Orgrimmar
60,Guild Guild 7,Undead,Priest,Tirisfal Glades
60,Guild Guild 6,Undead,Warlock,Burning Steppes
10,Guild Guild -1,Orc,Shaman,Orgrimmar
3,Guild Guild -1,Orc,Hunter,Durotar
15,Guild Guild -1,Orc,Shaman,Orgrimmar
15,Guild Guild 14,Orc,Hunter,Mulgore
24,Guild Guild -1,Orc,Hunter,Shadowfang Keep
27,Guild Guild -1,Orc,Shaman,The Barrens
38,Guild Guild 6,Orc,Hunter,Thousand Needles
46,Guild Guild 15,Orc,Warrior,Orgrimmar
45,Guild Guild 31,Orc,Hunter,Thunder Bluff
52,Guild Guild 8,Orc,Warrior,Swamp of Sorrows
56,Guild Guild 14,Orc,Warrior,Undercity
60,Guild Guild 7,Orc,Hunter,Ashenvale
60,Guild Guild -1,Orc,Hunter,Arathi Highlands
20,Guild Guild 34,Tauren,Hunter,Ashenvale
15,Guild Guild 19,Tauren,Shaman,The Barrens
21,Guild Guild 28,Tauren,Hunter,Shadowfang Keep
40,Guild Guild -1,Tauren,Shaman,Orgrimmar
35,Guild Guild 8,Tauren,Warrior,Stranglethorn Vale
42,Guild Guild 26,Tauren,Shaman,Tanaris
50,Guild Guild 3,Tauren,Warrior,Tanaris
50,Guild Guild 0,Tauren,Hunter,Un'Goro Crater
43,Guild Guild -1,Tauren,Warrior,Arathi Highlands
56,Guild Guild 1,Tauren,Hunter,Tirisfal Glades
59,Guild Guild 4,Tauren,Shaman,Mulgore
60,Guild Guild 1,Tauren,Warrior,Undercity
60,Guild Guild 7,Tauren,Warrior,Eastern Plaguelands
60,Guild Guild -1,Tauren,Hunter,Orgrimmar
60,Guild Guild 4,Tauren,Druid,Dire Maul
60,Guild Guild 4,Tauren,Druid,Orgrimmar
11,Guild Guild -1,Troll,Mage,The Barrens
27,Guild Guild 11,Troll,Rogue,Orgrimmar
23,Guild Guild 4,Troll,Shaman,Thunder Bluff
43,Guild Guild 2,Troll,Hunter,Arathi Highlands
57,Guild Guild 35,Troll,Mage,Durotar
60,Guild Guild 4,Troll,Shaman,Dire Maul
60,Guild Guild -1,Troll,Hunter,Orgrimmar
60,Guild Guild 6,Troll,Rogue,Orgrimmar
5,Guild Guild -1,Undead,Warlock,Tirisfal Glades
6,Guild Guild -1,Undead,Rogue,Tirisfal Glades
26,Guild Guild 2,Undead,Warrior,Ashenvale
28,Guild Guild 2,Undead,Priest,Ashenvale
36,Guild Guild 8,Undead,Priest,Orgrimmar
36,Guild Guild 8,Undead,Rogue,Orgrimmar
38,Guild Guild 6,Undead,Priest,Arathi Highlands
45,Guild Guild 8,Undead,Mage,Orgrimmar
46,Guild Guild 7,Undead,Priest,Hillsbrad Foothills
48,Guild Guild 10,Undead,Warlock,Feralas
46,Guild Guild 5,Undead,Mage,Thunder Bluff
54,Guild Guild 20,Undead,Warlock,Durotar
57,Guild Guild 19,Undead,Priest,Orgrimmar
58,Guild Guild 5,Undead,Priest,Undercity
59,Guild Guild 14,Undead,Priest,Tirisfal Glades
59,Guild Guild 4,Undead,Warlock,Badlands
60,Guild Guild 1,Undead,Priest,Undercity
60,Guild Guild 7,Undead,Priest,Western Plaguelands
60,Guild Guild 1,Undead,Warlock,Eastern Plaguelands
60,Guild Guild 6,Undead,Warlock,Blackrock Mountain
60,Guild Guild 5,Undead,Warrior,Western Plaguelands
60,Guild Guild 5,Undead,Warrior,Blackrock Mountain
4,Guild Guild -1,Orc,Hunter,Durotar
18,Guild Guild -1,Orc,Hunter,The Barrens
45,Guild Guild -1,Orc,Hunter,The Barrens
56,Guild Guild 14,Orc,Warrior,Western Plaguelands
60,Guild Guild 7,Orc,Hunter,Western Plaguelands
16,Guild Guild 2,Tauren,Druid,Mulgore
16,Guild Guild 2,Tauren,Shaman,The Barrens
22,Guild Guild -1,Tauren,Shaman,Orgrimmar
32,Guild Guild 23,Tauren,Hunter,Orgrimmar
31,Guild Guild 23,Tauren,Shaman,Thunder Bluff
40,Guild Guild -1,Tauren,Shaman,Thunder Bluff
45,Guild Guild 34,Tauren,Hunter,Feralas
56,Guild Guild 1,Tauren,Hunter,Hillsbrad Foothills
57,Guild Guild 3,Tauren,Warrior,Stranglethorn Vale
59,Guild Guild 4,Tauren,Shaman,Durotar
60,Guild Guild 7,Tauren,Warrior,Undercity
60,Guild Guild 1,Tauren,Shaman,Duskwood
60,Guild Guild 17,Tauren,Shaman,Arathi Basin
60,Guild Guild 1,Tauren,Druid,Hillsbrad Foothills
11,Guild Guild -1,Troll,Mage,Orgrimmar
13,Guild Guild -1,Troll,Shaman,The Barrens
15,Guild Guild 30,Troll,Rogue,The Barrens
30,Guild Guild -1,Troll,Hunter,Hillsbrad Foothills
23,Guild Guild 4,Troll,Shaman,Mulgore
31,Guild Guild 2,Troll,Hunter,Thunder Bluff
48,Guild Guild 6,Troll,Rogue,Durotar
51,Guild Guild 2,Troll,Rogue,Uldaman
52,Guild Guild 17,Troll,Shaman,Undercity
52,Guild Guild -1,Troll,Hunter,Stranglethorn Vale
60,Guild Guild 17,Troll,Priest,Tirisfal Glades
60,Guild Guild 19,Troll,Rogue,Tirisfal Glades
60,Guild Guild 6,Troll,Hunter,Desolace
11,Guild Guild -1,Undead,Mage,Undercity
37,Guild Guild 36,Undead,Mage,Orgrimmar
34,Guild Guild 6,Undead,Priest,Undercity
43,Guild Guild 3,Undead,Rogue,Durotar
45,Guild Guild 8,Undead,Mage,Durotar
46,Guild Guild 5,Undead,Mage,The Barrens
46,Guild Guild 7,Undead,Priest,Arathi Highlands
43,Guild Guild -1,Undead,Warlock,Thunder Bluff
58,Guild Guild 5,Undead,Priest,Western Plaguelands
59,Guild Guild 14,Undead,Priest,Western Plaguelands
60,Guild Guild 4,Undead,Mage,Winterspring
60,Guild Guild 5,Undead,Mage,Arathi Basin
60,Guild Guild 7,Undead,Priest,Eastern Plaguelands
60,Guild Guild 1,Undead,Priest,Searing Gorge
60,Guild Guild 5,Undead,Warlock,Arathi Basin
60,Guild Guild 4,Undead,Warrior,Western Plaguelands
15,Guild Guild 14,Orc,Hunter,Thunder Bluff
27,Guild Guild 25,Orc,Hunter,Orgrimmar
21,Guild Guild 2,Orc,Hunter,Ashenvale
32,Guild Guild 6,Orc,Warlock,Wailing Caverns
44,Guild Guild 6,Orc,Hunter,Orgrimmar
60,Guild Guild 4,Orc,Warrior,Tirisfal Glades
60,Guild Guild 7,Orc,Hunter,Scholomance
16,Guild Guild 2,Tauren,Druid,Thunder Bluff
29,Guild Guild 24,Tauren,Warrior,Dun Morogh
30,Guild Guild -1,Tauren,Warrior,Hillsbrad Foothills
22,Guild Guild -1,Tauren,Shaman,Durotar
35,Guild Guild 2,Tauren,Hunter,Durotar
37,Guild Guild -1,Tauren,Warrior,Loch Modan
31,Guild Guild 14,Tauren,Hunter,The Barrens
39,Guild Guild -1,Tauren,Druid,The Barrens
45,Guild Guild 12,Tauren,Shaman,Feralas
48,Guild Guild 5,Tauren,Warrior,Feralas
57,Guild Guild 3,Tauren,Warrior,Orgrimmar
56,Guild Guild 1,Tauren,Hunter,Blackrock Mountain
59,Guild Guild 4,Tauren,Shaman,Undercity
60,Guild Guild 1,Tauren,Warrior,Badlands
60,Guild Guild 1,Tauren,Shaman,Blackrock Spire
60,Guild Guild 2,Tauren,Druid,Durotar
60,Guild Guild 1,Tauren,Druid,Blackrock Mountain
13,Guild Guild 6,Troll,Priest,The Barrens
24,Guild Guild 31,Troll,Rogue,Hillsbrad Foothills
23,Guild Guild 4,Troll,Shaman,The Barrens
39,Guild Guild 21,Troll,Hunter,Orgrimmar
38,Guild Guild 6,Troll,Mage,Tirisfal Glades
53,Guild Guild -1,Troll,Hunter,The Barrens
51,Guild Guild 2,Troll,Rogue,The Hinterlands
60,Guild Guild 17,Troll,Rogue,Winterspring
60,Guild Guild 4,Troll,Rogue,Tirisfal Glades
60,Guild Guild 28,Troll,Shaman,Durotar
60,Guild Guild 17,Troll,Priest,Scholomance
60,Guild Guild 19,Troll,Rogue,Scholomance
13,Guild Guild 8,Undead,Warlock,Orgrimmar
16,Guild Guild 30,Undead,Warlock,The Barrens
28,Guild Guild 7,Undead,Mage,Hillsbrad Foothills
30,Guild Guild -1,Undead,Rogue,Hillsbrad Foothills
27,Guild Guild -1,Undead,Priest,The Barrens
34,Guild Guild 24,Undead,Warlock,Desolace
35,Guild Guild 2,Undead,Priest,Stranglethorn Vale
43,Guild Guild -1,Undead,Warlock,Desolace
58,Guild Guild 4,Undead,Warrior,Durotar
60,Guild Guild 7,Undead,Priest,Undercity
60,Guild Guild 1,Undead,Priest,Blackrock Mountain
60,Guild Guild 20,Undead,Rogue,Ragefire Chasm
60,Guild Guild 1,Undead,Warlock,Felwood
60,Guild Guild -1,Undead,Warrior,Orgrimmar
60,Guild Guild 4,Undead,Warrior,Scholomance
15,Guild Guild 14,Orc,Hunter,The Barrens
28,Guild Guild 7,Orc,Rogue,Hillsbrad Foothills
35,Guild Guild -1,Orc,Hunter,Desolace
42,Guild Guild 3,Orc,Hunter,Stranglethorn Vale
12,Guild Guild -1,Tauren,Druid,Mulgore
13,Guild Guild -1,Tauren,Hunter,Mulgore
20,Guild Guild 34,Tauren,Hunter,The Barrens
22,Guild Guild -1,Tauren,Shaman,Alterac Mountains
22,Guild Guild 18,Tauren,Shaman,The Barrens
26,Guild Guild 6,Tauren,Shaman,Thunder Bluff
35,Guild Guild 2,Tauren,Hunter,Stranglethorn Vale
37,Guild Guild -1,Tauren,Warrior,Badlands
39,Guild Guild -1,Tauren,Druid,Mulgore
56,Guild Guild 1,Tauren,Hunter,Blackrock Spire
60,Guild Guild 1,Tauren,Warrior,Blackrock Spire
60,Guild Guild 2,Tauren,Hunter,Orgrimmar
60,Guild Guild 2,Tauren,Druid,Orgrimmar
60,Guild Guild 1,Tauren,Druid,Blackrock Spire
20,Guild Guild -1,Troll,Shaman,Orgrimmar
30,Guild Guild -1,Troll,Hunter,Tirisfal Glades
38,Guild Guild 6,Troll,Mage,Undercity
53,Guild Guild -1,Troll,Hunter,Tanaris
51,Guild Guild 2,Troll,Rogue,Hillsbrad Foothills
60,Guild Guild 17,Troll,Rogue,Felwood
26,Guild Guild 2,Undead,Warrior,Orgrimmar
28,Guild Guild 2,Undead,Priest,Orgrimmar
26,Guild Guild 20,Undead,Mage,Shadowfang Keep
44,Guild Guild 13,Undead,Priest,Stranglethorn Vale
58,Guild Guild 19,Undead,Warlock,Undercity
60,Guild Guild 17,Undead,Mage,Orgrimmar
60,Guild Guild 1,Undead,Priest,Blackrock Spire
60,Guild Guild 4,Undead,Warlock,The Barrens
5,Guild Guild -1,Orc,Hunter,Durotar
